순번,"매입형
/건축형",지역본부,관리부서,명,주소,호수,"전용
면적(㎡)","주거공용
면적(㎡)",면적계(㎡),공급형,성별전용, 임대보증금(원) , 월임대료(원) ,주택열람일정,관리비
582,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,303,30.86,7.6,38.45,단독(1인),남여공용,"2,000,000","187,330",열람불가(계약전 주택개방),
583,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,304,32.36,7.97,40.32,단독(1인),남여공용,"2,000,000","194,840",열람불가(계약전 주택개방),
584,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,401,33.66,8.29,41.95,단독(1인),남여공용,"2,000,000","203,210",열람불가(계약전 주택개방),
585,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,402,33.15,8.16,41.31,단독(1인),남여공용,"2,000,000","199,930",열람불가(계약전 주택개방),
586,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,403,33.15,8.16,41.31,단독(1인),남여공용,"2,000,000","199,930",열람불가(계약전 주택개방),
587,매입형,인천지역본부,시흥권주거복지지사,매입다가구(경기시흥시),경기도 시흥시 시화호수전원2길 17-6(정왕동) 주건축물1동,404,32.36,7.97,40.32,단독(1인),남여공용,"2,000,000","194,840",열람불가(계약전 주택개방),
588,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 강남서로104번길 3-3(구갈동) 자연드림,302-2,7.29,11.9,19.19,공동(2인),남여공용,"2,000,000","170,690",2.24.~3.2. (10:00~17:00) *주말제외,
589,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 강남서로104번길 3-3(구갈동) 자연드림,302-1,13.32,21.74,35.06,공동(2인),남여공용,"2,000,000","311,280",2.24.~3.2. (10:00~17:00) *주말제외,
590,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 처인구 금령로106번길 14-8(김량장동) 용인웰메이드시티337,408,22.2,30.16,52.36,단독(1인),남여공용,"2,000,000","259,930","2.24.~3.2. (10:00~17:00) *주말제외
신분증 지참후 관리소 방문",
591,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 처인구 금령로106번길 14-8(김량장동) 용인웰메이드시티337,806,17.57,21.52,39.09,단독(1인),남여공용,"2,000,000","219,340","2.24.~3.2. (10:00~17:00) *주말제외
신분증 지참후 관리소 방문",
592,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 처인구 금령로106번길 14-8(김량장동) 용인웰메이드시티337,1607,17.57,21.52,39.09,단독(1인),남여공용,"2,000,000","219,340","2.24.~3.2. (10:00~17:00) *주말제외
신분증 지참후 관리소 방문",
593,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 처인구 포곡읍 전대로16번길 6 명석원룸,205,18.73,3.33,22.06,단독(1인),남여공용,"2,000,000","110,620",2.24.~3.2. (10:00~17:00) *주말제외,
594,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,414,20.94,30.9,51.85,단독(1인),남여공용,"2,000,000","206,710",2.24.~3.2.(10:00~17:00) *주말제외,
595,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,409,20.94,30.9,51.85,단독(1인),남여공용,"2,000,000","206,710",2.24.~3.2.(10:00~17:00) *주말제외,
596,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,415,26.08,38.26,64.34,단독(1인),남여공용,"2,000,000","260,760",2.24.~3.2.(10:00~17:00) *주말제외,
597,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,514,20.94,30.9,51.85,단독(1인),남여공용,"2,000,000","206,710",2.24.~3.2.(10:00~17:00) *주말제외,
598,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 중부대로 559(구갈동) 한진에버빌,204,21.58,31.79,53.37,단독(1인),남여공용,"2,000,000","210,460",2.24.~3.2.(10:00~17:00) *주말제외,
599,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기용인시),경기도 용인시 기흥구 언남동 일반번지 371-3 해피트리,404,29.88,11.36,41.23,단독(1인),남여공용,"2,000,000","327,320",계약전 주택열람진행,
600,매입형,인천지역본부,파주권주거복지지사,매입다가구(경기파주시),경기도 파주시 동산1길 7(금촌동) 백두,301,44.32,5.03,49.35,단독(1인),남여공용,"2,000,000","266,010",2.20.~2.22.,
601,매입형,인천지역본부,파주권주거복지지사,매입다가구(경기파주시),경기도 파주시 동산1길 9(금촌동) 한라,304,46.62,5.37,51.99,단독(1인),남여공용,"2,000,000","281,170",2.20.~2.22.,
602,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),202,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","129,960",열람불가(계약전 주택개방),
603,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),203,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","129,960",열람불가(계약전 주택개방),
604,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),205,36.17,14.14,50.31,단독(1인),남여공용,"2,000,000","239,740",열람불가(계약전 주택개방),
605,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),301,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","129,960",열람불가(계약전 주택개방),
606,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),303,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","129,960",열람불가(계약전 주택개방),
607,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),304,19.62,7.67,27.28,단독(1인),남여공용,"2,000,000","125,510",열람불가(계약전 주택개방),
608,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),401,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","122,670",열람불가(계약전 주택개방),
609,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),402,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","122,670",열람불가(계약전 주택개방),
610,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),403,20.26,7.92,28.18,단독(1인),남여공용,"2,000,000","122,670",열람불가(계약전 주택개방),
611,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),404,19.62,7.67,27.28,단독(1인),남여공용,"2,000,000","118,450",열람불가(계약전 주택개방),
612,매입형,경기지역본부,평택안성권주거복지지사,매입다가구(경기안성시),경기도 안성시 명륜길 20(명륜동) 솔향기원룸(청년매입임대),405,36.17,14.14,50.31,단독(1인),남여공용,"2,000,000","226,730",열람불가(계약전 주택개방),
613,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기여주시),경기도 여주시 세종로 396-26(점봉동) 오아시스빌B,303,19.31,8.69,27.99,단독(1인),남여공용,"2,000,000","110,010",2.24.~3.2. (10:00~17:00) *주말제외,
614,매입형,경기지역본부,용인권주거복지지사,매입다가구(경기여주시),경기도 여주시 세종로 396-26(점봉동) 오아시스빌B,402,16.92,7.61,24.53,단독(1인),남여공용,"2,000,000","95,470",2.24.~3.2. (10:00~17:00) *주말제외,
615,매입형,강원지역본부,주거복지사업부,매입다가구(강원춘천시),강원도 춘천시 공지로 453(근화동) 607호,607,18.75,0,18.75,단독(1인),남여공용,"2,000,000","179,100",열람불가(계약전 주택개방),
616,매입형,강원지역본부,주거복지사업부,매입다가구(강원춘천시),강원도 춘천시 공지로 455(근화동) 1620호,1620,41.29,0,41.29,단독(1인),남여공용,"2,000,000","324,500",열람불가(계약전 주택개방),
617,매입형,강원지역본부,주거복지사업부,매입다가구(강원춘천시),강원도 춘천시 공지로 455(근화동) 1621호,1621,32.66,0,32.66,단독(1인),남여공용,"2,000,000","260,600",열람불가(계약전 주택개방),
618,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,203,21.81,4.99,26.79,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
619,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,204,21.81,4.99,26.79,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
620,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,205,33.67,7.7,41.37,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
621,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,206,16.84,3.85,20.69,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
622,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,207,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
623,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,208,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
624,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,301,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
625,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,302,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
626,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,303,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
627,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,306,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
628,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,307,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
629,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,308,21.6,6.63,28.23,단독(1인),남여공용,"2,000,000","62,630",3.2.~3.4,
630,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,401,111.31,16.92,128.23,단독(1인),남여공용,"2,000,000","326,260",3.2.~3.4,
631,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-11 ,402,21.6,4.43,26.03,단독(1인),남여공용,"2,000,000","56,540",3.2.~3.4,
632,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,102,21.81,6.17,27.97,단독(1인),남여공용,"2,000,000","59,670",3.2.~3.4,
633,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,103,21.81,6.17,27.97,단독(1인),남여공용,"2,000,000","59,670",3.2.~3.4,
634,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,104,16.84,4.76,21.6,단독(1인),남여공용,"2,000,000","42,550",3.2.~3.4,
635,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,105,16.84,4.76,21.6,단독(1인),남여공용,"2,000,000","42,550",3.2.~3.4,
636,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,106,16.84,4.76,21.6,단독(1인),남여공용,"2,000,000","42,550",3.2.~3.4,
637,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,202,21.81,4.99,26.79,단독(1인),남여공용,"2,000,000","60,960",3.2.~3.4,
638,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,204,33.67,7.7,41.37,단독(1인),남여공용,"2,000,000","94,550",3.2.~3.4,
639,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,205,16.84,3.85,20.69,단독(1인),남여공용,"2,000,000","44,560",3.2.~3.4,
640,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,206,32.32,7.39,39.71,단독(1인),남여공용,"2,000,000","89,130",3.2.~3.4,
641,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,301,32.32,3.94,36.26,단독(1인),남여공용,"2,000,000","82,750",3.2.~3.4,
642,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,302,40.67,4.96,45.63,단독(1인),남여공용,"2,000,000","107,200",3.2.~3.4,
643,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-12 ,303,112.89,13.77,126.66,단독(1인),남여공용,"2,000,000","318,300",3.2.~3.4,
644,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,101,16.47,4.78,21.24,단독(1인),남여공용,"2,000,000","41,670",3.2.~3.4,
645,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,103,16.47,4.78,21.24,단독(1인),남여공용,"2,000,000","41,670",3.2.~3.4,
646,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,104,22.7,6.59,29.28,단독(1인),남여공용,"2,000,000","63,100",3.2.~3.4,
647,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,105,22.7,6.59,29.28,단독(1인),남여공용,"2,000,000","63,100",3.2.~3.4,
648,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,106,42.33,12.29,54.62,단독(1인),남여공용,"2,000,000","128,350",3.2.~3.4,
649,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,201,16.47,3.97,20.43,단독(1인),남여공용,"2,000,000","40,340",3.2.~3.4,
650,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,202,16.47,3.97,20.43,단독(1인),남여공용,"2,000,000","40,340",3.2.~3.4,
651,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,203,16.47,3.97,20.43,단독(1인),남여공용,"2,000,000","40,340",3.2.~3.4,
652,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,204,22.7,5.47,28.16,단독(1인),남여공용,"2,000,000","61,710",3.2.~3.4,
653,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,205,22.7,5.47,28.16,단독(1인),남여공용,"2,000,000","61,710",3.2.~3.4,
654,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,206,42.33,10.2,52.53,단독(1인),남여공용,"2,000,000","125,600",3.2.~3.4,
655,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,207,32.32,7.79,40.11,단독(1인),남여공용,"2,000,000","93,410",3.2.~3.4,
656,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,301,115.72,13.2,128.91,단독(1인),남여공용,"2,000,000","324,240",3.2.~3.4,
657,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,302,42.33,4.83,47.16,단독(1인),남여공용,"2,000,000","111,050",3.2.~3.4,
658,매입형,강원지역본부,원주권주거복지지사,매입다가구(강원원주시),강원도 원주시 문막읍 고청동길 10-14 ,303,32.32,3.69,36.01,단독(1인),남여공용,"2,000,000","82,290",3.2.~3.4,
659,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),"충청북도 청주시 흥덕구 1순환로 571(봉명동,IJ FOCUS) 1105호",1105,23.04,17.88,40.92,단독(1인),남여공용,"2,000,000","117,430",열람불가(계약전 주택개방),
660,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),"충청북도 청주시 흥덕구 1순환로 571(봉명동,IJ FOCUS) 1114호",1114,31.05,24.1,55.15,단독(1인),남여공용,"2,000,000","158,340",열람불가(계약전 주택개방),
661,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),"충청북도 청주시 흥덕구 1순환로 571(봉명동,IJ FOCUS) 1305호",1305,23.04,17.88,40.92,단독(1인),남여공용,"2,000,000","116,130",열람불가(계약전 주택개방),
662,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),"충청북도 청주시 흥덕구 1순환로 571(봉명동,IJ FOCUS) 1413호",1413,23.04,17.88,40.92,단독(1인),남여공용,"2,000,000","119,770",열람불가(계약전 주택개방),
663,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),"충청북도 청주시 흥덕구 1순환로 571(봉명동,IJ FOCUS) 1505호",1505,23.04,17.88,40.92,단독(1인),남여공용,"2,000,000","116,130",열람불가(계약전 주택개방),
664,매입형,충북지역본부,주거복지사업1부,매입다가구(충북청주시),충청북도 청주시 흥덕구 가로수로1164번길 41-44(강서동) 우양센트럴 1006호,1006,22.46,19.3,41.76,단독(1인),남여공용,"2,000,000","152,890",열람불가(계약전 주택개방),
665,매입형,대전충남지역본부,천안권주거복지지사,매입다가구(충남천안시),"충청남도 천안시 동남구 신촌1길 16(신방동,보광그랑베르) 보광그랑베르 1101호",1101,17.82,11.93,29.75,단독(1인),남여공용,"2,000,000","156,880",열람불가(계약전 주택개방),
666,매입형,대전충남지역본부,천안권주거복지지사,매입다가구(충남천안시),"충청남도 천안시 동남구 신촌1길 16(신방동,보광그랑베르) 보광그랑베르 804호",804,16.35,11.16,27.51,단독(1인),남여공용,"2,000,000","142,590",열람불가(계약전 주택개방),
667,매입형,대전충남지역본부,천안권주거복지지사,매입다가구(충남천안시),충청남도 천안시 서북구 쌍용대로 348(성정동) 에프엠21 816호,816,27.81,28.49,56.3,단독(1인),남여공용,"2,000,000","237,540",열람불가(계약전 주택개방),
668,매입형,전북지역본부,주거복지사업1부,매입다가구(전북전주시),전라북도 전주시 완산구 선너머3길 9-2(중화산동1가) 라온빌리지 C,202,24.4,6.4,30.8,단독(1인),남여공용,"2,000,000","105,510",열람불가(계약전 주택개방),
669,매입형,전북지역본부,주거복지사업1부,매입다가구(전북전주시),전라북도 전주시 완산구 선너머3길 9-2(중화산동1가) 라온빌리지 C,204,27.52,6.4,33.92,단독(1인),남여공용,"2,000,000","113,990",열람불가(계약전 주택개방),
670,매입형,전북지역본부,주거복지사업1부,매입다가구(전북완주군),전라북도 완주군 삼례읍 동학로 76 도시에 아침,206,24.4,3.47,27.87,단독(1인),남여공용,"2,000,000","101,900",열람불가(계약전 주택개방),
671,매입형,전북지역본부,주거복지사업1부,매입다가구(전북완주군),전라북도 완주군 삼례읍 동학로 76 도시에 아침,306,24.4,3.47,27.87,단독(1인),남여공용,"2,000,000","101,900",열람불가(계약전 주택개방),
672,매입형,전북지역본부,주거복지사업1부,매입다가구(전북완주군),전라북도 완주군 삼례읍 동학로 76 도시에 아침,403,58.75,8.36,67.11,단독(1인),남여공용,"2,000,000","256,230",열람불가(계약전 주택개방),
673,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 봉곡서로5길 14-8(봉곡동) 봉곡동 192-11, 해피랜드",203,37.01,5.57,42.58,단독(1인),남여공용,"2,000,000","219,390",열람불가(계약전 주택개방),
674,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",202,37.67,5.09,42.76,단독(1인),남여공용,"2,000,000","205,340",열람불가(계약전 주택개방),
675,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",205,26.95,3.64,30.59,단독(1인),남여공용,"2,000,000","146,430",열람불가(계약전 주택개방),
676,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",206,32.3,4.37,36.67,단독(1인),남여공용,"2,000,000","173,890",열람불가(계약전 주택개방),
677,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",302,37.67,5.09,42.76,단독(1인),남여공용,"2,000,000","199,920",열람불가(계약전 주택개방),
678,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",305,26.95,3.64,30.59,단독(1인),남여공용,"2,000,000","141,310",열람불가(계약전 주택개방),
679,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",501,37.67,5.09,42.76,단독(1인),남여공용,"2,000,000","190,870",열람불가(계약전 주택개방),
680,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",502,37.67,5.09,42.76,단독(1인),남여공용,"2,000,000","190,870",열람불가(계약전 주택개방),
681,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",505,26.95,3.64,30.59,단독(1인),남여공용,"2,000,000","134,850",열람불가(계약전 주택개방),
682,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",506,32.3,4.37,36.67,단독(1인),남여공용,"2,000,000","161,540",열람불가(계약전 주택개방),
683,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",203-1,9.92,3.34,13.26,공동(2인),남여공용,"2,000,000","130,900",열람불가(계약전 주택개방),
684,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",203-2,12.78,4.3,17.08,공동(2인),남여공용,"2,000,000","168,570",열람불가(계약전 주택개방),
685,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",303-2,12.78,4.3,17.08,공동(2인),남여공용,"2,000,000","164,020",열람불가(계약전 주택개방),
686,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",303-1,9.92,3.34,13.26,공동(2인),남여공용,"2,000,000","127,360",열람불가(계약전 주택개방),
687,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",503-1,9.92,3.34,13.26,공동(2인),남여공용,"2,000,000","121,440",열람불가(계약전 주택개방),
688,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 산호대로24길 33-1(옥계동) 966-8, 허브타운",503-2,12.78,4.3,17.08,공동(2인),남여공용,"2,000,000","156,390",열람불가(계약전 주택개방),
689,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 송정대로 77(송정동) 74, 송정태왕아너스타워 1216호",1216,34.9,31.51,66.41,단독(1인),남여공용,"2,000,000","343,740",열람불가(계약전 주택개방),
690,매입형,대구경북지역본부,경북서부권주거복지지사,매입다가구(경북구미시),"경상북도 구미시 송정대로 77(송정동) 74, 송정태왕아너스타워 1314호",1314,35.73,32.25,67.97,단독(1인),남여공용,"2,000,000","343,790",열람불가(계약전 주택개방),
691,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 계양로8길 41(계양동) 688-15, 파라곤캐슬",202,25.46,4.02,29.48,단독(1인),남여공용,"2,000,000","191,380",2.26.~2.29. (11:00~16:00),
692,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 계양로8길 41(계양동) 688-15, 파라곤캐슬",302,25.46,4.02,29.48,단독(1인),남여공용,"2,000,000","185,190",열람불가(계약전 주택개방),
693,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 압량면 압독3로2길 7-10 522, 태영블루밍",303,28.14,4.88,33.02,단독(1인),남여공용,"2,000,000","139,740",열람불가(계약전 주택개방),
694,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 압량면 압독3로2길 7-10 522, 태영블루밍",305,34.04,5.91,39.95,단독(1인),남여공용,"2,000,000","173,530",2.26.~2.29. (11:00~16:00),
695,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 압량면 압독3로2길 7-10 522, 태영블루밍",502,24.07,4.18,28.25,단독(1인),남여공용,"2,000,000","111,710",열람불가(계약전 주택개방),
696,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 압량면 압독3로2길 7-10 522, 태영블루밍",503,23.68,4.11,27.79,단독(1인),남여공용,"2,000,000","109,660",열람불가(계약전 주택개방),
697,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 하양읍 가마실길 20-4 96-5, 아리따움",202,20.9,5.42,26.32,단독(1인),여성전용,"2,000,000","136,870",2.26.~2.29. (11:00~16:00),
698,매입형,대구경북지역본부,대구동부권주거복지지사,매입다가구(경북경산시),"경상북도 경산시 하양읍 가마실길 20-4 96-5, 아리따움",204,22.81,5.92,28.73,단독(1인),여성전용,"2,000,000","150,760",2.26.~2.29. (11:00~16:00),
